Postdate,Display name,Username,Content,Likes,Comments,Retweets,Reach
2023-03-11T22:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,2
2023-03-11T22:00:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,1
2023-03-11T21:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-11T21:53:54.000Z,Roy Biakpara (Emir of Clan of Diasporans),@RBiakpara,“Peter Obi is the hero of the 2023 election” says one of the villains of the 2023 elections.,28,5,15,990
2023-03-11T21:48:10.000Z,Naijapopstar Media,@Naijapopstar_,"2023 Elections: INEC Announces The Number Of Rejected Votes In Presidential Election (See details) https://naijapopstar.net/2023-elections-inec-announces-the-number-of-rejected-votes-in-presidential-election-see-details/… via 
@Naijapopstar_",,,,27
2023-03-11T21:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,3
2023-03-11T21:46:08.000Z,Lawrence Serewicz,@lldzne,"We had 1776 because elections did not exist.
Are you saying that in 2023 elections don't exist? 
Why clim to run in an election when you want a revolution ie the antithesis of an election?",,,,78
2023-03-11T21:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T21:38:39.000Z,Iyalaya,@lollylarry1,The most interesting and persuasive video I've watched since the  beginning of the campaigns for 2023 elections.,620,32,456,29.4K
2023-03-11T21:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T21:16:31.000Z,Mr. B,@BissyP,"Bits - President Buhari; 2023 Elections- events and issues https://youtu.be/WDpKzdK9-9c via 
@YouTube
 @thecableng
 @MobilePunch
 @GistReel
 @Naija_PR
 @Gidi_Traffic
 @GazetteNGR
 @OfficialPDPNig
 @OfficialAPCNg
 @NgLabour",,,,8
2023-03-11T21:16:28.000Z,HenrisCounty,@CountyHenris,2023 Elections: 'We must build a better nation for the future generations' - Peter Obi to LP candidates https://henriscounty.blogspot.com/2023/03/2023-elections-we-must-build-better.html#.ZAzvdMcN7xk.twitter…,,,,1
2023-03-11T21:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T21:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T21:00:04.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T20:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T20:51:35.000Z,Gleaner Newspaper Sierra Leone,@GleanerSierraLe,"The 2023 Elections is about peace and oneness. One Sierra Leone, one nation, one family. 
No violence! 
#SierraLeone #SaloneTwitter #Salonedecides2023 
@PresidentBio
 @samurakamara201",33,,1,"1,268"
2023-03-11T20:48:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T20:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T20:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T20:21:30.000Z,Apostle,@YOUNGOBI1,"They hailed you when you were pretending to be what you aren’t. Now you have unraveled, bc of 2023 elections, bringing out your real colors, and of course it’s impossible to hide your real identity for too long.",1,2,,180
2023-03-11T20:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T20:17:23.000Z,Naijareel.comᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@naijareel,2023 Elections | US Alerts Citizens In Nigeria On Possible Protests,,,,2
2023-03-11T20:16:34.000Z,Foundation for Investigative Journalism (FIJ),@fijnigeria,2023 Elections: How INEC Brought Its Integrity Into Question,8,,6,661
2023-03-11T20:15:55.000Z,☆QUEEN 4EVA,@QueenTEENA4,"#CHICAGO #MayoralEvent #PaulVallas #BrandonJohnson
#2023 #Elections #VOTE
#CTU #SEIU #LaborersLiUNA #UnionSTRONG",,,,45
2023-03-11T20:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,2
2023-03-11T20:10:28.000Z,NAIJA WILL RISE AND BE A GREAT NATION,@profokwy,"I've said 
@inecnigeria
 will mar 2023 elections & dt they're Compromised & CANNOT be TRUSTED. Twitter is My Witness. Now who has d Moral Right 2 arrest a law breaking Nigerian? When Government & Judiciary seems Complicit to CRIMINALS #endbadgovernmentinNigeria #ENDSARS #OBIDIENTS",,,1,89
2023-03-11T20:08:29.000Z,FastTrackNewsNg,@fasttracknews_,MRA launches hotline for journalists under attack during 2023 elections,,,,29
2023-03-11T20:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,3
2023-03-11T20:03:48.000Z,UgoBenz™,@delurxe,"I'm yet to find any part of Nigeria's history that will have anything kind to tell about Pres. Buhari. He destroyed goodwill freely given to him and left suffering, disappointment and pangs of pains in all his trails. I thought he'd use 2023 elections for redemption, alas! ",5,1,,264
2023-03-11T19:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T19:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-11T19:29:09.000Z,RovingNaija,@SegunFayose,"Since 1960, There Is No Election In Nigeria That Hasn’t Been Disputed By Losers- Festus Keyamo
https://rovingnaija.com/2023/03/11/since-1960-there-is-no-election-in-nigeria-that-hasnt-been-disputed-by-losers-festus-keyamo/…
#2023Elections #electionresults2023",,,,16
2023-03-11T19:28:46.000Z,K.I.Os,@Inspiredson,"Anyone who thinks the LP is ethnicised, rigid & unintellectual was not an observant spectator in the 2023 elections. Such terms are a very biased description of a party that achieved in 8months what its rivals could not do in years.",,,,4
2023-03-11T19:28:34.000Z,Oga Mickey,@OgaMickey,"Indeed,this 2023 Elections no be anybody mate  Wike now says Peter Obi is his hero of the elections. talmbout how G5 agreed 4 results in their states to be LP & APC alternating 1st & 2nd Position. Isnt dat confession of rigging? Super Story dey learn work sha  #OccupyINECNOW",4,2,,305
2023-03-11T19:25:43.000Z,Roving Naija,@rovingnaija,"Metro 
Again, Container Falls Off A Trailer In Lagos 48-Hours After Train-BRT Accident
https://rovingnaija.com/2023/03/11/again-container-falls-off-a-trailer-in-lagos-24-hour-after-train-brt-accident/… 
#2023Elections #2023presidentialelection",,,,12
2023-03-11T19:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-11T19:22:52.000Z,UsmanBello,@binaffan_Bello,"Just bcos he organizes an election that Peter Obi lost is your reason that the election is not successful.
2023 Elections is the freest election we ever had in this country were seating governors lost their way to senate.
Lagos landlord and seating Gov lost their states.",,1,,81
2023-03-11T19:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-11T19:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-11T19:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T18:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T18:51:49.000Z,METROWATCH,@metrowatchng,Wike: Obi Hero of 2023 Elections – Stopped North from Retaining Power,,,,2
2023-03-11T18:48:11.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T18:42:19.000Z,PatrioticNigerian,@Patriotic9ja,2023 Elections: Universities Extends Resumption Dates Over Postponement - >>> Published on Vigil360,,,,11
2023-03-11T18:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T18:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T18:32:52.000Z,Meta Jaun News,@MetaJaunNews,Primary races are contested in 2023 elections for Northampton County and Pennsylvania judicial seats,,,,6
2023-03-11T18:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T18:26:11.000Z,Blaq Nation,@matthewtegha,BBTitans: 2023 elections plummet chances of Nigerian housemates,,,,78
2023-03-11T18:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,2
2023-03-11T18:12:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T18:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-11T18:00:06.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T17:54:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,6
2023-03-11T17:50:26.000Z,Floyd Tokwe,@Gafzirai,As we march towards the 2023 elections more excuses ranging from toxicity to lightning will as many will be debriefed.,,1,,682
2023-03-11T17:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T17:43:48.000Z,Sunday Pathfinder Majuk,@donpee005,"@mrmacaronii
 
@Deji
 
@falzthebahdguy
 
@AYCOMEDIAN
 et'al

please help me trend this.
@OfficialAPCNg
 in Cross River State have cemented plans in vote buying already ahead of March 18, 2023 Elections ",,,1,44
2023-03-11T17:43:02.000Z,Shaik Wajeed Ali,@ShaikWajeedA,"Tigress of telangana never give up this is the indicative sign beginning of BJP fall down at center, they may lose their deposit in more then 100 seats in telangana 2023 elections...sure...  ""Team MGR""",,,,16
2023-03-11T17:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T17:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T17:31:15.000Z,Trésor Melly,@TreMelly,"Quand vous avez le pouvoir, vous en profitez au max et cette population ne se contente qu'à regarder vos multiples photos publiées sur les réseaux sociaux. Quand la fin de mandat approche, vous revenez vers cette pauvre population. Qu'avez-vous fait pour eux ? #2023Elections",,,,31
2023-03-11T17:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-11T17:06:22.000Z,Tunngmedia,@tunng,"2023 Elections: Only INEC Can Determine Mode Of Collating, Transmitting Results – High Court",,,1,4
2023-03-11T17:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T17:00:05.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T16:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T16:50:42.000Z,ade idi (that's it),@endiraedi,Amit Shah himself is going to on the field in 2023 elections in Telangana to handle KaChaRa and his gang. He will show who is real Ravana.,2,1,,"1,786"
2023-03-11T16:48:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,4
2023-03-11T16:47:37.000Z,OMONIYI ADEDEJI BLOG,@online_prepaid,Atiku defeats Tinubu in the 2023 elections by just over 3000 votes to win Sokoto. https://dailyupdates.net.ng/2023/02/28/atiku-defeats-tinubu-in-the-2023-elections-by-just-over-3000-votes-to-win-sokoto/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #election,,,,3
2023-03-11T16:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T16:40:46.000Z,orode doherty,@orodedoherty,"In twenty minutes 
@funsodoherty
 and 
@sisiogelagos
 will go live #FunsoDoherty2023 #FarabaleFunsoNbo #EkoDide #2023Elections #ADC",13,,7,602
2023-03-11T16:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T16:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,3
2023-03-11T16:26:22.000Z,Çapulcu Umut,@Portatif_,"Yürrrüüüü be 
@MHP_Bilgi
 yürüüüü be 
@dbdevletbahceli
  heyyy yavrum hey utanmayın sakın ASSSLLAAANNN PARÇALARI  #secim2023  #2023elections #MHP",,,,25
2023-03-11T16:10:42.000Z,Precision Online Newspaper,@ThePrecisionNg,"2023 Elections: Alhaja Gidado Congratulates President-elect, Tinubu, ‘Niyi Adegbonmire, ‘Derin Adesida, Thanks Akure People https://theprecisionng.com/2023/03/2023-elections-alhaja-gidado-congratulates-president-elect-tinubu-niyi-adegbonmire-derin-adesida-thanks-akure-people.html… via 
@theprecisionng",,,,8
2023-03-11T16:10:27.000Z,Omoniyi Gbadamosi,@moogba,"No, you can't for this 18/03/2023 elections, maybe in subsequent ones when INEC's appeal have been decided on.",1,1,,47
2023-03-11T16:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-11T16:00:14.000Z,Uzo Dan-Macaulay,@ProNigeria1,"Then, VP Osinbajo is still the one who inaugurated the APC Legal Team for the 2023 elections. Even though President Buhari said he should be left out of the campaign, he still did his best for APC people vying for over 1,400 elective offices & worked for their interests. 11/12",,1,,49
2023-03-11T16:00:05.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,9
2023-03-11T15:55:05.000Z,Hannah E2 Agha,@hannah_agha,Obi won 2023 elections let it sink in sit well in ur brain,,,,16
2023-03-11T15:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
2023-03-11T15:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,5
2023-03-11T15:45:14.000Z,amo1$,@aaliyu4962,Remember seeing the INEC chairman with an APC cap on the 10th of Feb 2019? He proved us right by rigging the 2023 elections for them.,,,,29
2023-03-11T15:42:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,7
2023-03-11T15:36:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,8
